Time,V1,V2,V3,Pressure1,Pressure2
110,0,1,0,0.00,0.00
126,0,1,0,0.10,0.15
142,0,1,0,0.20,0.30
157,0,1,0,0.30,0.45
173,0,1,0,0.40,0.60
188,0,1,0,0.50,0.75
203,0,1,0,0.60,0.90
219,0,1,0,0.70,1.05
234,0,1,0,0.80,1.20
250,0,1,0,0.90,1.35
265,0,1,0,1.00,1.50
281,0,1,0,1.10,1.65
296,0,1,0,1.20,1.80
312,0,1,0,1.30,1.95
328,0,1,0,1.40,2.10
343,0,1,0,1.50,2.25
358,0,1,0,1.60,2.40
374,0,1,0,1.70,2.55
390,0,1,0,1.80,2.70
405,0,1,0,1.90,2.85
420,0,1,0,2.00,3.00
436,0,1,0,2.10,3.15
452,0,1,0,2.20,3.30
467,0,1,0,2.30,3.45
483,0,1,0,2.40,3.60
499,0,1,0,2.50,3.75
514,0,1,0,2.60,3.90
530,0,1,0,2.70,4.05
545,0,1,0,2.80,4.20
561,0,1,0,2.90,4.35
577,0,1,0,3.00,4.50
593,0,1,0,3.10,4.65
608,0,1,0,3.20,4.80
624,0,1,0,3.30,4.95
640,0,1,0,3.40,5.10
655,0,1,0,3.50,5.25
671,0,1,0,3.60,5.40
687,0,1,0,3.70,5.55
703,0,1,0,3.80,5.70
719,0,1,0,3.90,5.85
734,0,1,0,4.00,6.00
750,0,1,0,4.10,6.15
765,0,1,0,4.20,6.30
781,0,1,0,4.30,6.45
797,0,1,0,4.40,6.60
812,0,1,0,4.50,6.75
827,0,1,0,4.60,6.90
843,0,1,0,4.70,7.05
857,0,1,0,4.80,7.20
873,0,1,0,4.90,7.35
889,0,1,0,5.00,7.50
905,0,1,0,5.10,7.65
920,0,1,0,5.20,7.80
936,0,1,0,5.30,7.95
952,0,1,0,5.40,8.10
968,0,1,0,5.50,8.25
983,0,1,0,5.60,8.40
998,0,1,0,5.70,8.55
1014,0,1,0,5.80,8.70
1030,0,1,0,5.90,8.85
1045,0,1,0,6.00,9.00
1060,0,1,0,6.10,9.15
1076,0,1,0,6.20,9.30
1092,0,1,0,6.30,9.45
1107,0,1,0,6.40,9.60
1123,0,1,0,6.50,9.75
1138,0,1,0,6.60,9.90
1154,0,1,0,6.70,10.05
1170,0,1,0,6.80,10.20
1186,0,1,0,6.90,10.35
1202,0,1,0,7.00,10.50
1217,0,1,0,7.10,10.65
1234,0,1,0,7.20,10.80
1250,0,1,0,7.30,10.95
1266,0,1,0,7.40,11.10
1281,0,1,0,7.50,11.25
1297,0,1,0,7.60,11.40
1312,0,1,0,7.70,11.55
1327,0,1,0,7.80,11.70
1342,0,1,0,7.90,11.85
1358,0,1,0,8.00,12.00
1374,0,1,0,8.10,12.15
1389,0,1,0,8.20,12.30
1404,0,1,0,8.30,12.45
1420,0,1,0,8.40,12.60
1436,0,1,0,8.50,12.75
1451,0,1,0,8.60,12.90
