Time,V1,V2,V3,Pressure1,Pressure2
10,0,0,0,0.01,0.00
110,0,0,0,0.01,0.00
210,0,0,0,0.01,0.00
310,0,0,0,0.01,0.00
413,0,0,0,0.01,0.00
509,0,0,0,0.01,0.00
609,0,0,0,0.01,0.00
709,0,0,0,0.01,0.01
809,0,0,0,0.01,0.00
909,0,0,0,0.01,0.00
1009,0,0,0,0.01,0.00
1111,0,0,0,0.01,0.00
1213,0,0,0,0.01,0.01
1312,0,0,0,0.01,0.01
1418,0,0,0,0.01,0.00
1509,0,0,0,0.01,0.00
1610,0,0,0,0.01,0.00
1709,0,0,0,0.01,0.00
1811,0,0,0,0.01,0.00
1911,0,0,0,0.01,0.00
2018,0,0,0,0.01,0.01
2118,0,0,0,0.01,0.00
2210,0,0,0,0.01,0.00
2310,0,0,0,0.01,0.00
2413,0,0,0,0.01,0.00
2511,0,0,0,0.01,0.00
2613,0,0,0,0.01,0.00
2714,0,0,0,0.01,0.00
2830,0,0,0,0.01,0.00
2919,0,0,0,0.01,0.00
3013,0,0,0,0.01,0.00
3114,0,0,0,0.01,0.00
3213,0,0,0,0.01,0.00
3313,0,0,0,0.01,0.00
3410,0,0,0,0.01,0.00
3513,0,0,0,0.01,0.00
3613,0,0,0,0.01,0.00
3713,0,0,0,0.01,0.00
3809,0,0,0,0.01,0.00
3911,0,0,0,0.01,0.00
4018,0,0,0,0.76,0.01
4112,0,0,0,1.48,0.00
4208,0,0,0,1.41,0.00
4309,0,0,0,1.38,0.00
4409,0,0,0,1.36,0.00
4509,0,0,0,1.34,0.01
4634,0,0,0,1.33,0.00
4709,0,0,0,1.32,0.01
4809,0,0,0,1.30,0.00
4909,0,0,0,1.29,0.01
5009,0,0,0,1.29,0.00
5109,0,0,0,1.28,0.01
5209,0,0,0,1.27,0.00
5309,0,0,0,1.26,0.00
5409,0,0,0,1.26,0.00
5509,0,0,0,1.25,0.00
5610,0,0,0,1.25,0.00
5718,0,0,0,1.24,0.00
5809,0,0,0,1.24,0.00
5919,0,0,0,1.23,0.00
6010,0,0,0,1.23,0.00
6124,0,0,0,1.22,0.01
6210,0,0,0,1.22,0.00
6318,0,0,0,1.21,0.00
6409,0,0,0,1.22,0.00
6509,0,0,0,1.21,0.00
6609,0,0,0,1.21,0.00
6718,0,0,0,1.20,0.00
6809,0,0,0,1.20,0.00
6918,0,0,0,1.19,0.00
7010,0,1,0,1.19,0.00
7110,0,0,0,0.04,0.02
7219,0,0,0,0.05,0.03
7309,0,0,0,0.05,0.02
7409,0,0,0,0.06,0.02
7509,1,0,1,0.07,0.02
7609,0,0,0,1.46,0.01
7709,0,0,0,1.58,0.01
7809,0,0,0,1.56,0.01
7909,0,1,0,1.54,0.01
8009,0,0,0,0.18,0.18
8110,0,0,0,0.19,0.14
8218,0,0,0,0.20,0.14
8309,1,0,1,0.20,0.15
8409,0,0,0,1.53,0.07
8509,0,0,0,1.58,0.06
8609,0,0,0,1.56,0.06
8713,0,1,0,1.55,0.05
8809,0,0,0,0.29,0.28
8910,0,0,0,0.30,0.27
9010,0,0,0,0.31,0.27
9118,1,0,1,0.31,0.27
9215,0,0,0,1.50,0.11
9309,0,0,0,1.59,0.10
9409,0,0,0,1.56,0.09
9509,0,0,0,1.55,0.11
9609,0,1,0,1.54,0.11
9716,0,0,0,0.33,0.33
9809,0,0,0,0.35,0.32
9910,0,0,0,0.35,0.32
10018,1,0,1,0.36,0.32
10112,0,0,0,1.46,0.15
10218,0,0,0,1.59,0.12
10309,0,0,0,1.58,0.14
10409,0,0,0,1.56,0.15
10509,0,1,0,1.55,0.14
10608,0,0,0,0.36,0.36
10709,0,0,0,0.38,0.35
10809,0,0,0,0.39,0.34
10910,1,0,1,0.40,0.34
11009,0,0,0,1.50,0.15
11109,0,0,0,1.59,0.14
11209,0,0,0,1.58,0.14
11309,0,0,0,1.57,0.14
11409,0,1,0,1.56,0.14
11509,0,0,0,0.37,0.36
11609,0,0,0,0.39,0.36
11709,0,0,0,0.39,0.35
11809,1,0,1,0.40,0.35
11910,0,0,0,1.52,0.16
12010,0,0,0,1.59,0.15
12109,0,0,0,1.58,0.15
12209,0,0,0,1.57,0.15
12309,0,1,0,1.56,0.15
12409,0,0,0,0.37,0.37
12509,0,0,0,0.39,0.36
12609,0,0,0,0.40,0.36
12709,1,0,1,0.40,0.36
12810,0,0,0,1.51,0.16
12909,0,0,0,1.59,0.14
13011,0,0,0,1.58,0.15
13109,0,0,0,1.57,0.15
13209,0,1,0,1.56,0.15
13309,0,0,0,0.37,0.37
13409,0,0,0,0.40,0.36
13509,0,0,0,0.40,0.36
13615,1,0,1,0.41,0.36
13710,0,0,0,1.48,0.16
13815,0,0,0,1.60,0.16
13916,0,0,0,1.58,0.16
14009,0,0,0,1.57,0.16
14109,0,1,0,1.56,0.16
14209,0,0,0,0.38,0.38
14309,0,0,0,0.40,0.36
14409,0,0,0,0.40,0.37
14509,0,0,0,0.41,0.37
14609,1,0,1,0.42,0.36
14709,0,0,0,1.51,0.17
14809,0,0,0,1.60,0.16
14909,0,0,0,1.58,0.15
15009,0,0,0,1.57,0.16
15109,0,1,0,1.56,0.16
15209,0,0,0,0.37,0.38
15311,0,0,0,0.38,0.36
15420,0,0,0,0.40,0.37
15509,0,0,0,0.41,0.36
15609,1,0,1,0.42,0.36
15709,0,0,0,1.53,0.16
15809,0,0,0,1.60,0.15
15909,0,0,0,1.58,0.15
16009,0,0,0,1.56,0.16
16109,0,1,0,1.55,0.16
16216,0,0,0,0.37,0.37
16310,0,0,0,0.40,0.36
16409,0,0,0,0.40,0.37
16509,0,0,0,0.40,0.36
16609,1,0,1,0.41,0.36
16709,0,0,0,1.52,0.17
16809,0,0,0,1.60,0.15
16909,0,0,0,1.58,0.15
17009,0,0,0,1.56,0.16
17109,0,1,0,1.56,0.16
17209,0,0,0,0.38,0.37
17310,0,0,0,0.40,0.37
17428,0,0,0,0.40,0.36
17509,0,0,0,0.41,0.36
17609,1,0,1,0.42,0.36
17709,0,0,0,1.55,0.17
17809,0,0,0,1.60,0.16
17909,0,0,0,1.58,0.15
18009,0,1,0,1.57,0.16
18119,0,0,0,0.37,0.38
18209,0,0,0,0.38,0.37
18309,0,0,0,0.39,0.36
18409,0,0,0,0.40,0.36
18509,1,0,1,0.41,0.36
18609,0,0,0,1.53,0.16
18710,0,0,0,1.60,0.15
18819,0,0,0,1.58,0.15
18910,0,1,0,1.56,0.16
19010,0,0,0,0.37,0.37
19110,0,0,0,0.40,0.36
19209,0,0,0,0.40,0.36
19319,1,0,1,0.41,0.36
19417,0,0,0,1.45,0.17
19509,0,0,0,1.60,0.16
19609,0,0,0,1.59,0.15
19709,0,0,0,1.57,0.16
19809,0,1,0,1.56,0.16
19910,0,0,0,0.37,0.37
20009,0,0,0,0.39,0.37
20109,0,0,0,0.40,0.36
20209,0,0,0,0.41,0.36
20311,1,0,1,0.41,0.36
20409,0,0,0,1.52,0.16
20509,0,0,0,1.60,0.16
20609,0,0,0,1.58,0.16
20710,0,1,0,1.57,0.16
20810,0,0,0,0.37,0.37
20910,0,0,0,0.39,0.36
21010,0,0,0,0.40,0.37
21110,1,0,1,0.41,0.36
21210,0,0,0,1.54,0.17
21309,0,0,0,1.59,0.15
21409,0,0,0,1.58,0.16
21518,0,1,0,1.56,0.16
