Time	V1	V2	V3	Pressure1	Pressure2	OGTime	Constant
47.652	0	0	0	52.07	5.24	47652	
47.677	0	0	0	52.02	5.17	47677	
47.702	0	0	0	52.26	5.24	47702	
47.727	0	0	0	52.38	5.24	47727	
47.752	0	0	0	52.26	5.29	47752	
47.777	0	0	0	52.18	5.48	47777	
47.802	0	0	0	51.95	5.41	47802	
47.827	0	0	0	51.95	5.41	47827	
47.852	0	0	0	51.9	5.41	47852	
47.877	0	0	0	51.83	5.36	47877	
47.902	0	0	0	51.9	5.36	47902	
47.927	0	0	0	51.9	5.29	47927	
47.952	0	0	0	52.07	5.24	47952	
47.977	0	0	0	51.9	5.24	47977	
48.002	0	0	0	51.95	5.53	48002	
48.027	0	0	0	51.95	5.48	48027	
48.052	0	0	0	51.95	5.53	48052	
48.077	0	0	0	52.02	5.65	48077	
48.102	0	0	0	51.9	5.41	48102	
48.127	0	0	0	52.07	5.36	48127	
48.152	0	0	0	51.95	5.41	48152	
48.177	0	0	0	51.83	5.36	48177	
48.202	0	0	0	51.83	5.24	48202	
48.227	0	0	0	51.78	5.17	48227	
48.252	0	0	0	51.78	5.24	48252	
48.277	0	0	0	51.95	5.17	48277	
48.302	0	0	0	51.83	5.48	48302	
48.327	0	0	0	51.95	5.41	48327	
48.352	0	0	0	52.02	5.48	48352	
48.378	0	0	0	51.9	5.41	48378	
48.403	0	0	0	51.9	5.41	48403	
48.428	0	0	0	51.9	5.24	48428	
48.453	0	0	0	51.78	5.41	48453	
48.478	0	0	0	51.83	5.48	48478	
48.503	0	0	0	51.83	5.48	48503	
48.528	0	0	0	51.78	5.41	48528	
48.553	0	0	0	51.83	5.36	48553	
48.578	0	0	0	51.78	5.36	48578	
48.603	0	0	0	51.78	5.36	48603	
48.628	0	0	0	51.66	5.17	48628	
48.652	0	1	0	51.71	5.36	48652	
48.677	0	1	0	53.14	18.9	48677	
48.702	0	1	0	22.03	14.57	48702	
48.727	0	1	0	14.16	14.07	48727	
48.752	0	1	0	13.8	13.95	48752	
48.777	0	1	0	13.92	13.78	48777	
48.802	0	1	0	13.64	13.71	48802	
48.827	0	1	0	13.92	13.83	48827	
48.852	0	1	0	13.8	13.78	48852	
48.877	0	1	0	13.87	13.9	48877	
48.902	0	1	0	13.8	13.9	48902	
48.927	0	1	0	13.45	13.9	48927	
48.952	0	1	0	13.45	13.9	48952	
48.977	0	1	0	13.45	13.78	48977	
49.002	0	1	0	13.45	13.71	49002	
49.027	0	1	0	13.56	13.71	49027	
49.052	0	1	0	13.52	13.71	49052	
49.077	0	1	0	13.45	13.71	49077	
49.102	0	1	0	13.45	13.66	49102	
49.153	0	1	0	13.52	13.71	49153	
49.166	0	1	0	13.56	13.42	49166	
49.177	0	1	0	13.56	13.78	49177	
49.203	0	1	0	13.56	13.95	49203	
49.227	0	1	0	13.64	13.78	49227	
49.252	0	1	0	13.68	13.78	49252	
49.277	0	1	0	13.64	13.83	49277	
49.302	0	1	0	13.68	13.83	49302	
49.327	0	1	0	13.68	13.71	49327	
49.352	0	1	0	13.56	13.78	49352	
49.377	0	1	0	13.52	13.71	49377	
49.402	0	1	0	13.52	13.71	49402	
49.427	0	1	0	13.45	13.71	49427	
49.452	0	1	0	13.56	13.78	49452	
49.477	0	1	0	13.52	13.66	49477	
49.502	0	1	0	13.56	13.66	49502	
49.527	0	1	0	13.87	13.59	49527	
49.552	0	1	0	13.92	13.66	49552	
49.577	0	1	0	13.87	13.78	49577	
49.602	0	1	0	13.99	13.71	49602	
49.627	0	1	0	13.92	13.71	49627	
49.652	0	1	0	13.52	13.78	49652	
49.677	0	1	0	13.56	13.66	49677	
49.702	0	1	0	13.56	13.71	49702	
49.727	0	1	0	13.56	13.66	49727	
49.752	0	1	0	13.52	13.71	49752	
49.777	0	1	0	13.56	13.78	49777	
49.802	0	1	0	13.52	13.71	49802	
49.827	0	1	0	13.45	13.71	49827	
49.852	0	1	0	13.68	13.71	49852	
49.877	0	1	0	13.76	13.71	49877	
49.902	0	1	0	13.64	13.78	49902	
49.927	0	1	0	13.64	13.78	49927	
49.952	0	1	0	13.28	14.14	49952	
49.977	0	1	0	13.16	14.14	49977	
50.002	0	1	0	13.28	14.14	50002	
50.027	0	1	0	13.21	14.14	50027	
50.052	0	1	0	13.68	13.78	50052	
50.077	0	1	0	13.76	13.83	50077	
50.102	0	1	0	13.68	13.71	50102	
50.127	0	1	0	13.8	13.71	50127	
50.152	0	1	0	13.68	13.9	50152	
50.177	0	1	0	13.76	13.9	50177	
50.202	0	1	0	13.64	13.83	50202	
50.227	0	1	0	13.64	13.9	50227	
50.252	0	1	0	13.52	13.66	50252	
50.277	0	1	0	13.52	13.59	50277	
50.302	0	1	0	13.52	13.66	50302	
50.327	0	0	0	13.56	13.66	50327	
50.352	0	0	0	13.52	13.66	50352	
50.377	0	0	0	16.38	12.04	50377	
50.402	0	0	0	14.71	13.54	50402	
50.427	0	0	0	14.23	13.83	50427	
50.452	0	0	0	14.04	13.78	50452	
50.477	0	0	0	13.99	13.71	50477	
50.502	0	0	0	13.8	13.66	50502	
50.527	0	0	0	13.92	13.66	50527	
50.552	0	0	0	13.52	13.71	50552	
50.577	0	0	0	13.45	13.66	50577	
50.602	0	0	0	13.45	13.66	50602	
50.627	1	0	1	13.45	13.71	50627	
50.652	1	0	1	13.92	13.3	50652	
50.677	1	0	1	17.38	13.3	50677	
50.702	0	0	1	27.06	12.47	50702	
50.727	0	0	1	50.87	12.04	50727	
50.752	0	0	1	48.44	11.51	50752	
50.777	0	0	1	50.87	11.04	50777	
50.802	0	0	1	52.66	10.49	50802	
50.827	0	0	1	53.5	10.25	50827	
50.852	0	0	1	53.61	10.01	50852	
50.877	0	0	1	53.85	9.54	50877	
50.902	0	0	1	53.69	9.25	50902	
50.927	0	0	1	53.73	8.94	50927	
50.956	0	0	1	53.38	8.89	50956	
50.977	0	0	1	53.5	8.42	50977	
51.003	0	0	1	53.5	7.99	51003	
51.027	0	0	1	53.45	7.58	51027	
51.052	0	0	1	53.5	7.22	51052	
51.077	0	0	1	53.45	6.98	51077	
51.102	0	0	1	53.33	6.56	51102	
51.127	0	0	1	53.21	6.56	51127	
51.152	0	0	1	53.02	6.32	51152	
51.177	0	0	1	53.02	6.13	51177	
51.202	0	0	1	52.97	5.77	51202	
51.227	0	0	1	52.78	5.6	51227	
51.252	0	0	1	52.73	5.24	51252	
51.277	0	0	1	52.61	5.24	51277	
51.302	0	0	1	52.61	5.01	51302	
51.327	0	0	0	52.61	4.77	51327	
51.352	0	0	0	52.54	4.53	51352	
51.377	0	0	0	52.54	4.65	51377	
51.402	0	0	0	52.38	4.65	51402	
51.43	0	0	0	52.38	4.53	51430	
51.455	0	0	0	52.3	4.7	51455	
51.477	0	0	0	52.18	4.58	51477	
51.502	0	0	0	52.26	4.7	51502	
51.527	0	0	0	52.14	5.01	51527	
51.552	0	0	0	52.14	4.89	51552	
51.577	0	0	0	52.18	5.01	51577	
51.602	0	0	0	52.18	5.01	51602	
51.627	0	0	0	52.14	4.7	51627	
51.653	0	0	0	52.07	4.65	51653	
51.677	0	0	0	51.9	4.7	51677	
51.702	0	0	0	51.83	4.77	51702	
51.727	0	0	0	51.78	4.89	51727	
51.752	0	0	0	51.83	4.89	51752	
51.777	0	0	0	51.95	4.82	51777	
51.807	0	0	0	51.66	4.89	51807	
51.827	0	0	0	51.71	4.77	51827	
51.852	0	0	0	51.71	4.82	51852	
51.877	0	0	0	51.59	4.77	51877	
51.902	0	0	0	51.66	4.82	51902	
51.927	0	0	0	51.59	4.82	51927	
51.956	0	0	0	51.42	4.77	51956	
51.979	0	0	0	51.66	4.89	51979	
52.002	0	0	0	51.66	4.82	52002	
52.027	0	0	0	51.66	4.77	52027	
52.052	0	0	0	51.59	4.89	52052	
52.077	0	0	0	51.3	4.89	52077	
52.106	0	0	0	51.23	5.01	52106	
52.129	0	0	0	51.11	5.01	52129	
52.152	0	0	0	51.11	4.89	52152	
52.186	0	0	0	51.06	4.89	52186	
52.203	0	0	0	51.06	4.82	52203	
52.227	0	0	0	50.99	4.82	52227	
52.252	0	0	0	51.06	4.89	52252	
52.282	0	0	0	51.42	4.7	52282	
52.302	0	0	0	51.3	4.58	52302	
52.333	0	0	0	51.23	4.58	52333	
52.352	0	0	0	51.3	4.65	52352	
52.377	0	0	0	51.35	4.65	52377	
52.402	0	0	0	51.3	4.77	52402	
52.427	0	0	0	51.35	4.82	52427	
52.463	0	0	0	51.3	4.77	52463	
52.477	0	0	0	50.94	4.89	52477	
52.502	0	0	0	50.99	4.89	52502	
52.527	0	0	0	51.06	5.01	52527	
52.552	0	0	0	50.99	5.01	52552	
52.581	0	0	0	51.18	4.89	52581	
52.602	0	0	0	51.18	4.93	52602	
52.627	0	0	0	51.23	4.93	52627	
52.655	0	0	0	51.23	4.93	52655	
52.677	0	0	0	51.11	4.89	52677	
52.702	0	0	0	51.06	5.01	52702	
52.735	0	0	0	51.18	4.93	52735	
52.752	0	0	0	51.06	5.05	52752	
52.777	0	0	0	50.94	5.01	52777	
52.802	0	0	0	50.99	4.93	52802	
52.831	0	0	0	50.83	5.01	52831	
52.852	0	0	0	50.87	4.82	52852	
52.877	0	0	0	50.94	4.89	52877	
52.907	0	0	0	50.87	4.82	52907	
52.927	0	0	0	50.87	4.93	52927	
52.972	0	0	0	50.75	5.01	52972	
52.977	0	0	0	50.71	5.01	52977	
53.008	0	0	0	50.83	5.13	53008	
53.036	0	0	0	50.87	5.01	53036	
53.054	0	0	0	50.71	5.01	53054	
53.077	0	0	0	50.87	5.01	53077	
53.102	0	0	0	50.87	5.36	53102	
53.127	0	0	0	50.94	5.36	53127	
53.152	0	0	0	50.83	5.36	53152	
53.186	0	0	0	50.99	4.77	53186	
53.202	0	0	0	50.47	4.93	53202	
53.227	0	0	0	50.63	4.82	53227	
53.252	0	0	0	50.52	4.93	53252	
53.277	0	0	0	50.4	4.89	53277	
53.307	0	0	0	50.47	4.77	53307	
53.331	0	0	0	50.16	4.93	53331	
53.352	0	0	0	50.59	5.05	53352	
53.382	0	0	0	49.99	4.93	53382	
53.402	0	0	0	50.59	4.93	53402	
53.427	0	0	0	50.52	5.01	53427	
53.452	0	0	0	50.52	4.93	53452	
53.477	0	0	0	50.4	5.24	53477	
53.513	0	0	0	50.47	5.36	53513	
53.53	0	0	0	50.28	5.17	53530	
53.552	0	0	0	50.52	5.29	53552	
53.577	0	0	0	50.47	5.13	53577	
53.602	0	0	0	50.35	5.05	53602	
53.627	0	0	0	50.4	5.05	53627	
53.652	0	0	0	50.47	5.01	53652	
53.677	0	0	0	50.47	5.13	53677	
53.702	0	0	0	50.23	5.01	53702	
53.727	0	0	0	50.16	5.13	53727	
53.752	0	0	0	50.35	5.13	53752	
53.777	0	0	0	50.35	5.17	53777	
53.802	0	0	0	50.35	5.01	53802	
53.827	0	0	0	50.35	5.13	53827	
53.852	0	0	0	50.23	4.93	53852	
53.877	0	0	0	50.28	5.05	53877	
53.902	0	0	0	50.35	5.13	53902	
53.927	0	0	0	50.28	5.01	53927	
53.952	0	0	0	50.23	5.05	53952	
53.977	0	0	0	50.23	5.17	53977	
54.027	0	0	0	50.04	5.13	54027	
54.036	0	0	0	50.04	5.01	54036	
54.052	0	0	0	50.11	5.13	54052	
54.077	0	0	0	50.04	5.13	54077	
54.103	0	0	0	50.16	5.01	54103	
54.128	0	0	0	50.16	5.01	54128	
54.152	0	0	0	50.16	5.05	54152	
54.178	0	0	0	50.11	5.01	54178	
54.203	0	0	0	50.4	4.89	54203	
54.228	0	0	0	50.23	5.01	54228	
54.253	0	0	0	50.23	4.93	54253	
54.277	0	1	0	50.28	5.05	54277	
54.302	0	1	0	49.44	18.9	54302	
54.327	0	1	0	21.12	14.02	54327	
54.352	0	1	0	13.8	13.59	54352	
54.377	0	1	0	13.4	13.23	54377	
54.402	0	1	0	13.21	13.11	54402	
54.427	0	1	0	13.04	13.11	54427	
54.452	0	1	0	13.21	13.3	54452	
54.477	0	1	0	13.04	13.11	54477	
54.502	0	1	0	13.21	13.18	54502	
54.527	0	1	0	13.16	13.23	54527	
54.552	0	1	0	13.04	13.18	54552	
54.577	0	1	0	12.97	13.06	54577	
54.602	0	1	0	13.16	13.18	54602	
54.627	0	1	0	13.09	13.18	54627	
54.652	0	1	0	13.09	13.3	54652	
54.677	0	1	0	13.04	13.3	54677	
54.702	0	1	0	13.21	13.35	54702	
54.727	0	1	0	12.68	13.3	54727	
54.752	0	1	0	12.73	13.23	54752	
54.777	0	1	0	12.85	13.23	54777	
54.802	0	1	0	12.97	13.11	54802	
54.827	0	1	0	13.04	13.18	54827	
54.852	0	1	0	13.21	13.06	54852	
54.877	0	1	0	13.16	13.18	54877	
54.902	0	1	0	13.09	13.06	54902	
54.927	0	1	0	12.97	13.06	54927	
54.952	0	1	0	13.04	13.23	54952	
55.004	0	1	0	13.04	13.3	55004	
55.01	0	1	0	13.56	13.06	55010	
55.027	0	1	0	12.97	13.18	55027	
55.052	0	1	0	13.09	13.11	55052	
55.077	0	1	0	13.04	13.06	55077	
55.102	0	1	0	12.97	13.06	55102	
55.127	0	1	0	13.16	13.06	55127	
55.152	0	1	0	12.97	13.11	55152	
55.177	0	1	0	12.97	13.18	55177	
55.202	0	1	0	13.04	13.23	55202	
55.227	0	1	0	12.92	13.18	55227	
55.252	0	1	0	12.97	13.11	55252	
55.277	0	1	0	12.85	13.23	55277	
55.302	0	1	0	12.92	13.11	55302	
55.327	0	1	0	13.16	13.11	55327	
55.352	0	1	0	13.33	13.18	55352	
55.377	0	1	0	13.16	13.18	55377	
55.402	0	1	0	13.16	12.99	55402	
55.427	0	1	0	13.21	13.11	55427	
55.452	0	1	0	13.21	13.42	55452	
55.477	0	1	0	13.21	13.47	55477	
55.502	0	1	0	13.21	13.42	55502	
55.527	0	1	0	13.09	13.42	55527	
55.552	0	1	0	12.97	13.06	55552	
55.577	0	1	0	13.09	12.99	55577	
55.602	0	1	0	12.92	12.94	55602	
55.627	0	1	0	13.04	13.06	55627	
55.652	0	1	0	13.09	13.18	55652	
55.677	0	1	0	13.16	13.35	55677	
55.702	0	1	0	13.09	13.18	55702	
55.727	0	1	0	13.21	13.18	55727	
55.752	0	1	0	13.28	13.11	55752	
55.777	0	1	0	13.16	13.18	55777	
55.802	0	1	0	13.33	13.06	55802	
55.827	0	1	0	12.92	13.47	55827	
55.852	0	1	0	12.97	13.35	55852	
55.877	0	1	0	12.92	13.47	55877	
55.902	0	1	0	12.85	13.47	55902	
55.927	0	1	0	13.09	13.06	55927	
55.952	0	0	0	13.21	13.18	55952	
55.977	0	0	0	13.09	13.18	55977	
56.002	0	0	0	16.9	14.26	56002	
56.027	0	0	0	14.88	13.71	56027	
56.052	0	0	0	13.99	13.59	56052	
56.077	0	0	0	13.64	13.47	56077	
56.102	0	0	0	13.28	13.42	56102	
56.127	0	0	0	13.21	13.06	56127	
56.152	0	0	0	13.21	13.06	56152	
56.177	0	0	0	13.28	13.11	56177	
56.202	0	0	0	13.4	13.06	56202	
56.227	0	0	0	13.52	13.11	56227	
56.252	1	0	1	13.21	13.23	56252	
56.277	1	0	1	13.4	12.83	56277	
56.303	1	0	1	15.3	12.47	56303	
56.327	0	0	1	24.77	11.99	56327	
56.352	0	0	1	49.09	11.8	56352	
56.377	0	0	1	44.03	11.4	56377	
56.407	0	0	1	61.67	10.97	56407	
56.427	0	0	1	54.28	10.32	56427	
56.456	0	0	1	55	9.77	56456	
56.477	0	0	1	55.24	9.61	56477	
56.509	0	0	1	55.95	9.13	56509	
56.527	0	0	1	55.47	9.06	56527	
56.552	0	0	1	55.35	8.82	56552	
56.577	0	0	1	55.16	8.18	56577	
56.602	0	0	1	55	8.06	56602	
56.627	0	0	1	55	7.51	56627	
56.652	0	0	1	55	7.39	56652	
56.677	0	0	1	54.93	7.03	56677	
56.735	0	0	1	54.88	6.87	56735	
56.746	0	0	1	54.69	6.56	56746	
56.752	0	0	1	54.33	6.25	56752	
56.777	0	0	1	54.45	6.25	56777	
56.802	0	0	1	54.33	5.6	56802	
56.827	0	0	1	54.16	5.36	56827	
56.852	0	0	1	54.33	5.29	56852	
56.877	0	0	1	54.16	5.13	56877	
56.902	0	0	0	54.16	4.93	56902	
56.927	0	0	0	54.04	4.77	56927	
56.956	0	0	0	53.92	4.34	56956	
56.977	0	0	0	53.92	4.89	56977	
57.006	0	0	0	54.04	4.41	57006	
57.027	0	0	0	53.73	4.46	57027	
57.052	0	0	0	53.85	4.41	57052	
57.082	0	0	0	53.69	4.53	57082	
57.102	0	0	0	53.73	4.58	57102	
57.136	0	0	0	53.69	4.46	57136	
57.152	0	0	0	53.61	4.58	57152	
57.177	0	0	0	53.45	4.65	57177	
57.202	0	0	0	53.33	4.77	57202	
57.246	0	0	0	53.45	4.93	57246	
57.252	0	0	0	53.38	4.7	57252	
57.277	0	0	0	53.33	4.77	57277	
57.302	0	0	0	53.26	4.77	57302	
57.327	0	0	0	53.38	4.77	57327	
57.352	0	0	0	53.21	4.89	57352	
57.377	0	0	0	53.14	4.89	57377	
57.402	0	0	0	53.09	4.89	57402	
57.427	0	0	0	53.21	4.82	57427	
57.457	0	0	0	52.38	4.82	57457	
57.477	0	0	0	52.85	4.89	57477	
57.505	0	0	0	52.61	5.65	57505	
57.527	0	0	0	52.73	5.41	57527	
57.552	0	0	0	53.02	5.24	57552	
57.586	0	0	0	52.9	4.93	57586	
57.602	0	0	0	52.9	5.01	57602	
57.627	0	0	0	52.9	5.01	57627	
57.656	0	0	0	52.61	5.01	57656	
57.677	0	0	0	52.78	4.89	57677	
57.702	0	0	0	52.73	5.13	57702	
57.727	0	0	0	52.73	4.93	57727	
57.752	0	0	0	52.73	4.93	57752	
57.777	0	0	0	52.78	4.93	57777	
57.807	0	0	0	52.73	4.82	57807	
57.827	0	0	0	52.66	4.77	57827	
57.852	0	0	0	52.66	4.89	57852	
57.877	0	0	0	52.54	5.01	57877	
57.906	0	0	0	52.78	5.17	57906	
57.927	0	0	0	52.66	5.29	57927	
57.952	0	0	0	52.54	5.13	57952	
57.977	0	0	0	52.85	5.01	57977	
58.002	0	0	0	52.66	5.01	58002	
58.027	0	0	0	52.61	4.93	58027	
58.052	0	0	0	52.73	4.89	58052	
58.077	0	0	0	52.61	5.17	58077	
58.106	0	0	0	52.73	5.24	58106	
58.127	0	0	0	52.49	5.01	58127	
58.152	0	0	0	52.38	5.13	58152	
58.177	0	0	0	52.3	5.17	58177	
58.203	0	0	0	52.14	5.17	58203	
58.237	0	0	0	52.3	5.01	58237	
58.255	0	0	0	52.49	5.05	58255	
58.277	0	0	0	52.3	5.36	58277	
58.302	0	0	0	52.14	5.36	58302	
58.327	0	0	0	52.26	5.24	58327	
58.352	0	0	0	52.07	5.29	58352	
58.377	0	0	0	52.18	5.17	58377	
58.402	0	0	0	52.26	5.13	58402	
58.427	0	0	0	52.14	5.24	58427	
58.452	0	0	0	52.14	5.17	58452	
58.477	0	0	0	52.02	4.93	58477	
58.502	0	0	0	51.95	4.93	58502	
58.527	0	0	0	52.07	5.05	58527	
58.554	0	0	0	51.95	4.53	58554	
58.626	0	0	0	51.95	5.6	58626	
58.628	0	0	0	51.95	5.24	58628	
58.63	0	0	0	51.59	4.77	58630	
58.656	0	0	0	51.83	5.24	58656	
58.677	0	0	0	52.02	5.13	58677	
58.702	0	0	0	52.02	5.17	58702	
58.727	0	0	0	51.95	5.17	58727	
58.752	0	0	0	51.9	5.05	58752	
58.778	0	0	0	52.02	5.05	58778	
58.802	0	0	0	51.83	5.17	58802	
58.827	0	0	0	51.95	5.01	58827	
58.852	0	0	0	51.78	5.05	58852	
58.877	0	0	0	52.02	5.05	58877	
58.902	0	0	0	51.71	5.13	58902	
58.927	0	0	0	51.83	5.24	58927	
58.952	0	0	0	51.78	5.05	58952	
58.977	0	0	0	51.71	5.36	58977	
59.002	0	0	0	51.78	5.53	59002	
59.027	0	0	0	51.66	5.53	59027	
59.052	0	0	0	51.59	5.48	59052	
59.077	0	0	0	51.54	5.41	59077	
59.102	0	0	0	51.66	5.48	59102	
59.127	0	0	0	51.54	5.41	59127	
59.152	0	0	0	51.54	5.13	59152	
59.177	0	0	0	51.59	5.17	59177	
59.202	0	0	0	51.66	5.24	59202	
59.227	0	0	0	51.54	5.17	59227	
59.252	0	0	0	51.47	5.24	59252	
59.278	0	0	0	51.54	5.29	59278	
59.302	0	0	0	51.42	5.01	59302	
59.327	0	0	0	51.66	5.01	59327	
59.352	0	0	0	51.54	5.05	59352	
59.377	0	0	0	51.54	5.24	59377	
59.402	0	0	0	51.23	5.29	59402	
59.427	0	0	0	51.18	5.13	59427	
59.452	0	0	0	51.35	5.29	59452	
59.477	0	0	0	51.3	5.36	59477	
59.502	0	0	0	51.54	5.29	59502	
59.527	0	0	0	51.71	5.24	59527	
59.552	0	0	0	51.59	5.17	59552	
59.577	0	0	0	51.59	5.13	59577	
59.602	0	0	0	51.3	5.01	59602	
59.628	0	0	0	51.42	5.13	59628	
59.653	0	0	0	51.47	5.05	59653	
59.678	0	0	0	51.42	5.13	59678	
59.704	0	0	0	51.23	5.29	59704	
59.728	0	0	0	51.35	5.05	59728	
59.753	0	0	0	51.23	5.29	59753	
59.778	0	0	0	51.3	5.36	59778	
59.803	0	0	0	51.35	5.24	59803	
59.828	0	0	0	51.35	5.24	59828	
59.853	0	0	0	51.35	5.17	59853	
59.878	0	0	0	51.3	5.17	59878	
59.902	0	1	0	51.35	5.29	59902	
59.927	0	1	0	51.83	18.67	59927	
59.952	0	1	0	21.79	13.95	59952	
59.977	0	1	0	14.04	13.71	59977	
60.002	0	1	0	13.68	13.66	60002	
60.027	0	1	0	13.64	13.59	60027	
60.052	0	1	0	13.64	13.47	60052	
60.077	0	1	0	13.52	13.66	60077	
60.102	0	1	0	13.64	13.47	60102	
60.127	0	1	0	13.45	13.59	60127	
60.152	0	1	0	13.45	13.35	60152	
60.177	0	1	0	13.52	13.42	60177	
60.202	0	1	0	13.28	13.3	60202	
60.227	0	1	0	13.33	13.42	60227	
60.252	0	1	0	13.4	13.78	60252	
60.277	0	1	0	13.33	13.66	60277	
60.302	0	1	0	13.28	13.71	60302	
60.354	0	1	0	13.33	13.54	60354	
60.36	0	1	0	13.4	13.59	60360	
60.377	0	1	0	13.33	13.35	60377	
60.402	0	1	0	13.45	13.35	60402	
60.427	0	1	0	13.52	13.3	60427	
60.452	0	1	0	13.4	13.35	60452	
60.477	0	1	0	13.52	13.3	60477	
60.502	0	1	0	13.4	13.47	60502	
60.527	0	1	0	13.4	13.47	60527	
60.552	0	1	0	13.52	13.35	60552	
60.577	0	1	0	13.33	13.35	60577	
60.602	0	1	0	13.21	13.35	60602	
60.627	0	1	0	13.28	13.3	60627	
60.652	0	1	0	13.09	13.35	60652	
60.677	0	1	0	13.16	13.35	60677	
60.702	0	1	0	13.4	13.35	60702	
60.727	0	1	0	13.16	13.59	60727	
60.752	0	1	0	13.33	13.35	60752	
60.777	0	1	0	13.45	13.54	60777	
60.802	0	1	0	13.4	13.47	60802	
60.827	0	1	0	13.33	13.54	60827	
60.852	0	1	0	13.45	13.47	60852	
60.877	0	1	0	13.28	13.47	60877	
60.902	0	1	0	13.33	13.42	60902	
60.927	0	1	0	13.33	13.66	60927	
60.952	0	1	0	13.4	13.54	60952	
60.977	0	1	0	13.21	13.47	60977	
61.002	0	1	0	13.4	13.59	61002	
61.027	0	1	0	13.33	13.42	61027	
61.052	0	1	0	13.21	13.3	61052	
61.077	0	1	0	13.33	13.3	61077	
61.102	0	1	0	13.33	13.35	61102	
61.127	0	1	0	13.28	13.3	61127	
61.152	0	1	0	13.21	13.35	61152	
61.177	0	1	0	13.21	13.59	61177	
61.202	0	1	0	13.09	13.78	61202	
61.227	0	1	0	13.28	13.78	61227	
61.252	0	1	0	13.28	13.59	61252	
61.277	0	1	0	13.33	13.47	61277	
61.302	0	1	0	13.28	13.47	61302	
61.327	0	1	0	13.28	13.9	61327	
61.352	0	1	0	13.45	13.71	61352	
61.377	0	1	0	13.4	13.83	61377	
61.402	0	1	0	13.4	14.14	61402	
61.427	0	1	0	13.4	13.54	61427	
61.452	0	1	0	13.45	13.71	61452	
61.477	0	1	0	13.56	13.71	61477	
61.502	0	1	0	13.45	13.18	61502	
61.527	0	1	0	13.45	13.42	61527	
61.552	0	1	0	13.64	13.3	61552	
61.577	0	0	0	13.52	13.3	61577	
61.602	0	0	0	13.45	13.47	61602	
61.627	0	0	0	17.74	14.26	61627	
61.652	0	0	0	15.3	13.83	61652	
61.677	0	0	0	14.64	13.78	61677	
61.702	0	0	0	14.11	13.3	61702	
61.727	0	0	0	13.52	13.78	61727	
61.752	0	0	0	13.52	13.23	61752	
61.777	0	0	0	13.52	13.23	61777	
61.802	0	0	0	13.52	13.78	61802	
61.827	0	0	0	13.64	13.59	61827	
61.852	0	0	0	13.52	13.47	61852	
61.877	1	0	1	13.52	13.47	61877	
61.902	1	0	1	13.52	13.47	61902	
61.927	1	0	1	17.38	13.3	61927	
61.952	1	0	1	17.97	12.63	61952	
61.977	0	0	1	42.22	11.87	61977	
62.002	0	0	1	63.77	11.68	62002	
62.027	0	0	1	59.96	10.85	62027	
62.052	0	0	1	65.68	10.61	62052	
62.077	0	0	1	66.8	10.2	62077	
62.102	0	0	1	67.47	9.65	62102	
62.141	0	0	1	68.18	9.3	62141	
62.155	0	0	1	68.23	9.25	62155	
62.177	0	0	1	67.82	8.77	62177	
62.202	0	0	1	67.16	8.65	62202	
62.227	0	0	1	67.51	8.06	62227	
62.252	0	0	1	66.75	7.75	62252	
62.277	0	0	1	66.99	7.27	62277	
62.302	0	0	1	66.8	7.27	62302	
62.327	0	0	1	67.04	6.87	62327	
62.352	0	0	1	66.63	6.87	62352	
62.377	0	0	1	66.32	6.44	62377	
62.402	0	0	1	66.27	6.2	62402	
62.427	0	0	1	66.2	5.77	62427	
62.452	0	0	1	66.08	5.6	62452	
62.479	0	0	1	65.61	5.41	62479	
62.502	0	0	1	65.68	5.24	62502	
62.527	0	0	1	65.68	5.05	62527	
62.552	0	0	0	65.8	4.89	62552	
62.577	0	0	0	65.61	4.58	62577	
62.607	0	0	0	65.49	4.53	62607	
62.631	0	0	0	65.01	4.58	62631	
62.652	0	0	0	64.77	4.93	62652	
62.677	0	0	0	64.89	4.82	62677	
62.702	0	0	0	65.13	4.65	62702	
62.727	0	0	0	64.6	4.58	62727	
62.757	0	0	0	65.01	4.7	62757	
62.777	0	0	0	64.53	5.01	62777	
62.802	0	0	0	64.77	4.7	62802	
62.838	0	0	0	64.41	4.53	62838	
62.852	0	0	0	64.6	4.77	62852	
62.877	0	0	0	64.65	5.13	62877	
62.902	0	0	0	64.49	4.82	62902	
62.931	0	0	0	64.53	4.93	62931	
62.952	0	0	0	64.49	5.13	62952	
62.977	0	0	0	64.29	4.82	62977	
63.005	0	0	0	64.41	5.01	63005	
63.027	0	0	0	64.72	5.24	63027	
63.052	0	0	0	64.37	4.93	63052	
63.085	0	0	0	64.18	4.93	63085	
63.102	0	0	0	64.01	4.82	63102	
63.127	0	0	0	63.94	4.93	63127	
63.156	0	0	0	64.49	4.93	63156	
63.177	0	0	0	64.37	5.01	63177	
63.202	0	0	0	64.29	5.05	63202	
63.227	0	0	0	64.37	4.89	63227	
63.252	0	0	0	64.37	5.01	63252	
63.277	0	0	0	64.06	5.05	63277	
63.306	0	0	0	64.01	4.82	63306	
63.329	0	0	0	64.18	4.77	63329	
63.352	0	0	0	63.89	4.93	63352	
63.381	0	0	0	63.82	5.05	63381	
63.402	0	0	0	64.41	4.89	63402	
63.427	0	0	0	64.13	5.13	63427	
63.455	0	0	0	63.46	5.13	63455	
63.477	0	0	0	63.53	5.05	63477	
63.506	0	0	0	63.34	5.05	63506	
